name,size_class_name,year,type_name,fuel_efficiency_city,fuel_efficiency_city_units,fuel_efficiency_highway,fuel_efficiency_highway_units,source,source_detail,source_url
Midsize wagon 2010,Midsize wagon,2010,Passenger cars,19.16047621,miles_per_gallon,26.20527397,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Large wagon 1975,Large wagon,1975,Passenger cars,9.254039201,miles_per_gallon,11.62503189,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Large wagon 1976,Large wagon,1976,Passenger cars,10.61167971,miles_per_gallon,12.85456966,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Large wagon 1977,Large wagon,1977,Passenger cars,12.23247294,miles_per_gallon,14.61442523,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Large wagon 1978,Large wagon,1978,Passenger cars,12.3993155,miles_per_gallon,15.37066613,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Large wagon 1979,Large wagon,1979,Passenger cars,12.8134173,miles_per_gallon,15.05425977,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Large wagon 1980,Large wagon,1980,Passenger cars,14.6924919,miles_per_gallon,18.86990622,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Large wagon 1981,Large wagon,1981,Passenger cars,15.03149612,miles_per_gallon,20.3186977,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Large wagon 1982,Large wagon,1982,Passenger cars,14.38727618,miles_per_gallon,19.80500313,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Large wagon 1983,Large wagon,1983,Passenger cars,14.65105971,miles_per_gallon,20.21746447,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Large wagon 1984,Large wagon,1984,Passenger cars,14.94302219,miles_per_gallon,20.54950505,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Large wagon 1985,Large wagon,1985,Passenger cars,15.57829293,miles_per_gallon,21.83990933,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Large wagon 1986,Large wagon,1986,Passenger cars,16.21344702,miles_per_gallon,23.28336693,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Large wagon 1987,Large wagon,1987,Passenger cars,16.2770586,miles_per_gallon,23.14401522,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Large wagon 1988,Large wagon,1988,Passenger cars,16.79157249,miles_per_gallon,23.44741785,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Large wagon 1989,Large wagon,1989,Passenger cars,16.50157088,miles_per_gallon,22.95366264,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Large wagon 1990,Large wagon,1990,Passenger cars,16.49295998,miles_per_gallon,23.1348418,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Large wagon 1991,Large wagon,1991,Passenger cars,16.27843912,miles_per_gallon,24.19200186,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Large wagon 1992,Large wagon,1992,Passenger cars,15.89353991,miles_per_gallon,24.27789204,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Large wagon 1993,Large wagon,1993,Passenger cars,15.60651597,miles_per_gallon,24.2954733,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Large wagon 1994,Large wagon,1994,Passenger cars,15.94250355,miles_per_gallon,24.12009685,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Large wagon 1995,Large wagon,1995,Passenger cars,15.7799189,miles_per_gallon,23.91174019,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Large wagon 1996,Large wagon,1996,Passenger cars,15.85821184,miles_per_gallon,24.47505827,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Large wagon 1997,Large wagon,1997,Passenger cars,15.85821184,miles_per_gallon,24.47505827,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Large wagon 1998,Large wagon,1998,Passenger cars,15.85821184,miles_per_gallon,24.47505827,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Large wagon 1999,Large wagon,1999,Passenger cars,15.85821184,miles_per_gallon,24.47505827,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Large wagon 2000,Large wagon,2000,Passenger cars,15.85821184,miles_per_gallon,24.47505827,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Large wagon 2001,Large wagon,2001,Passenger cars,15.85821184,miles_per_gallon,24.47505827,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Large wagon 2002,Large wagon,2002,Passenger cars,15.85821184,miles_per_gallon,24.47505827,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Large wagon 2003,Large wagon,2003,Passenger cars,15.85821184,miles_per_gallon,24.47505827,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Large wagon 2004,Large wagon,2004,Passenger cars,14.89759951,miles_per_gallon,20.93047052,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Large wagon 2005,Large wagon,2005,Passenger cars,14.92267151,miles_per_gallon,21.11197439,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Large wagon 2006,Large wagon,2006,Passenger cars,14.75780595,miles_per_gallon,20.72758163,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Large wagon 2007,Large wagon,2007,Passenger cars,14.50060847,miles_per_gallon,21.6347329,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Large wagon 2008,Large wagon,2008,Passenger cars,14.62412488,miles_per_gallon,20.96772886,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Large wagon 2009,Large wagon,2009,Passenger cars,14.81250621,miles_per_gallon,19.47048635,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Large wagon 2010,Large wagon,2010,Passenger cars,14.51704882,miles_per_gallon,18.9802774,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Small van 1975,Small van,1975,Light-duty trucks,16.1814698,miles_per_gallon,19.56729224,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Small van 1976,Small van,1976,Light-duty trucks,15.0887177,miles_per_gallon,20.13813476,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Small van 1977,Small van,1977,Light-duty trucks,17.22273239,miles_per_gallon,21.51448214,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Small van 1978,Small van,1978,Light-duty trucks,15.65182535,miles_per_gallon,19.13753196,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Small van 1979,Small van,1979,Light-duty trucks,14.81508052,miles_per_gallon,17.60468318,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Small van 1980,Small van,1980,Light-duty trucks,14.70111721,miles_per_gallon,18.61772878,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Small van 1981,Small van,1981,Light-duty trucks,14.64898131,miles_per_gallon,17.40733129,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Small van 1982,Small van,1982,Light-duty trucks,17.6896775,miles_per_gallon,19.40231738,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Small van 1983,Small van,1983,Light-duty trucks,15.63805513,miles_per_gallon,18.3668527,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Small van 1984,Small van,1984,Light-duty trucks,20.82031433,miles_per_gallon,22.99770222,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Small van 1985,Small van,1985,Light-duty trucks,20.6667934,miles_per_gallon,23.05184684,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Small van 1986,Small van,1986,Light-duty trucks,20.64813761,miles_per_gallon,23.13927318,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Small van 1987,Small van,1987,Light-duty trucks,19.41652849,miles_per_gallon,21.91629222,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Small van 1988,Small van,1988,Light-duty trucks,19.24578597,miles_per_gallon,22.34892357,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Small van 1989,Small van,1989,Light-duty trucks,19.76016954,miles_per_gallon,22.36671079,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Small van 1990,Small van,1990,Light-duty trucks,18.48293456,miles_per_gallon,21.83929154,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Small van 1991,Small van,1991,Light-duty trucks,18.56179729,miles_per_gallon,21.54970089,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Small van 1992,Small van,1992,Light-duty trucks,20.18917807,miles_per_gallon,25.27082389,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Small van 1993,Small van,1993,Light-duty trucks,20.89969225,miles_per_gallon,26.38579314,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Small van 1994,Small van,1994,Light-duty trucks,19.72281027,miles_per_gallon,25.665899,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Small van 1995,Small van,1995,Light-duty trucks,19.33896057,miles_per_gallon,24.80689366,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Small van 1996,Small van,1996,Light-duty trucks,18.76925681,miles_per_gallon,24.94760414,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Small van 1997,Small van,1997,Light-duty trucks,18.76925681,miles_per_gallon,24.94760414,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Small van 1998,Small van,1998,Light-duty trucks,18.76925681,miles_per_gallon,24.94760414,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Small van 1999,Small van,1999,Light-duty trucks,18.76925681,miles_per_gallon,24.94760414,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Small van 2000,Small van,2000,Light-duty trucks,18.76925681,miles_per_gallon,24.94760414,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Small van 2001,Small van,2001,Light-duty trucks,18.76925681,miles_per_gallon,24.94760414,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Small van 2002,Small van,2002,Light-duty trucks,18.76925681,miles_per_gallon,24.94760414,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Small van 2003,Small van,2003,Light-duty trucks,18.76925681,miles_per_gallon,24.94760414,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Small van 2004,Small van,2004,Light-duty trucks,18.76925681,miles_per_gallon,24.94760414,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Small van 2005,Small van,2005,Light-duty trucks,18.76925681,miles_per_gallon,24.94760414,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Small van 2006,Small van,2006,Light-duty trucks,18.76925681,miles_per_gallon,24.94760414,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Small van 2007,Small van,2007,Light-duty trucks,18.76925681,miles_per_gallon,24.94760414,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Small van 2008,Small van,2008,Light-duty trucks,20.87534463,miles_per_gallon,27.26896757,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Small van 2009,Small van,2009,Light-duty trucks,20.69559674,miles_per_gallon,26.79224417,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Small van 2010,Small van,2010,Light-duty trucks,20.88273814,miles_per_gallon,27.27745508,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Midsize van 1975,Midsize van,1975,Light-duty trucks,10.84316305,miles_per_gallon,11.89565848,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Midsize van 1976,Midsize van,1976,Light-duty trucks,11.34592863,miles_per_gallon,12.86959621,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Midsize van 1977,Midsize van,1977,Light-duty trucks,11.61132574,miles_per_gallon,12.77660516,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Midsize van 1978,Midsize van,1978,Light-duty trucks,11.33319813,miles_per_gallon,12.17954644,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Midsize van 1979,Midsize van,1979,Light-duty trucks,11.79458427,miles_per_gallon,12.48938987,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Midsize van 1980,Midsize van,1980,Light-duty trucks,13.45915269,miles_per_gallon,15.56185341,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Midsize van 1981,Midsize van,1981,Light-duty trucks,14.27655154,miles_per_gallon,16.52540079,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Midsize van 1982,Midsize van,1982,Light-duty trucks,14.29135271,miles_per_gallon,16.49365021,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Midsize van 1983,Midsize van,1983,Light-duty trucks,14.78764711,miles_per_gallon,17.42710451,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Midsize van 1984,Midsize van,1984,Light-duty trucks,15.13444846,miles_per_gallon,18.06904796,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Midsize van 1985,Midsize van,1985,Light-duty trucks,15.76855561,miles_per_gallon,18.48602152,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Midsize van 1986,Midsize van,1986,Light-duty trucks,16.22419353,miles_per_gallon,19.67106543,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Midsize van 1987,Midsize van,1987,Light-duty trucks,16.34891172,miles_per_gallon,20.26896042,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Midsize van 1988,Midsize van,1988,Light-duty trucks,16.57639524,miles_per_gallon,21.0410429,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Midsize van 1989,Midsize van,1989,Light-duty trucks,16.47111252,miles_per_gallon,20.91704074,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Midsize van 1990,Midsize van,1990,Light-duty trucks,16.32587583,miles_per_gallon,21.01030012,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
Midsize van 1991,Midsize van,1991,Light-duty trucks,16.33383611,miles_per_gallon,20.93207622,miles_per_gallon,EPA (2010) Appendix E,"EPA (2010) Light-Duty Automotive Technology, Carbon Dioxide Emissions, and Fuel Economy Trends: 1975 Through 2010: Appendix E",http://www.epa.gov/oms/fetrends.htm#report
