manufacturer_name,year_content,fleet,fuel_efficiency,volume,source,source_detail,source_url
TOYOTA,2002,02LT,22.1,747968,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
VW,2002,02IP,29.5,411475,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
VW,2002,02LT,20.6,10557,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
BMW,2003,03IP,26.8,230176,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
BMW,2003,03LT,20,43552,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
DAEWOO,2003,03IP,29.1,1729,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
DAIMLERCHRYSLER,2003,03DP,29.7,498296,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
DAIMLERCHRYSLER,2003,03LT,22.2,1540670,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
DAIMLERCHRYSLER,2003,03IP,26.3,294104,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FERRARI/MASERATI,2003,03IP,14.5,1594,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FORD,2003,03DP,27.9,1136369,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FORD,2003,03LT,21.3,1956347,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FORD,2003,03IP,28.2,207599,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
GM,2003,03DP,28.9,1872984,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
GM,2003,03LT,21.3,2448092,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
GM,2003,03IP,28.3,48812,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
HONDA,2003,03DP,34.4,378129,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
HONDA,2003,03IP,31.9,498229,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
HONDA,2003,03LT,24.7,560024,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
HYUNDAI,2003,03IP,30.4,308696,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
HYUNDAI,2003,03LT,24.4,98515,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
ISUZU,2003,03LT,22.3,17473,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
KIA,2003,03IP,30.4,138709,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
KIA,2003,03LT,19.7,94352,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
LOTUS,2003,03IP,20.8,96,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
NISSAN,2003,03IP,27.4,281994,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
NISSAN,2003,03DP,28.9,225388,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
NISSAN,2003,03LT,21.9,280327,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
PORSCHE,2003,03IP,24.1,17907,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
PORSCHE,2003,03LT,18,1277,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
QUANTUM,2003,03DP,32.4,313,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
SALEEN,2003,03DP,15,13,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
SUBARU,2003,03IP,27.6,173882,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
SUBARU,2003,03LT,26.3,14966,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
SUZUKI,2003,03IP,33,33931,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
SUZUKI,2003,03LT,21.8,29429,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
TOYOTA,2003,03DP,28.1,17504,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
TOYOTA,2003,03IP,32.4,1107167,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
TOYOTA,2003,03LT,21.9,727041,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
VW,2003,03IP,29.8,420273,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
VW,2003,03LT,21.3,9918,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
BMW,2004,04IP,26.4,226634,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
BMW,2004,04LT,21.5,68206,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
DAIMLERCHRYSLER,2004,04DP,29.6,543939,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
DAIMLERCHRYSLER,2004,04LT,20.5,1595195,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
DAIMLERCHRYSLER,2004,04IP,26.9,258708,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FERRARI/MASERATI,2004,04IP,15,2198,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FORD,2004,04DP,26.7,788421,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FORD,2004,04LT,21,1858510,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FORD,2004,04IP,27.7,280651,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
GM,2004,04DP,29.3,1845034,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
GM,2004,04LT,21.4,2355617,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
GM,2004,04IP,30.3,120420,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
HONDA,2004,04DP,33.1,718232,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
HONDA,2004,04IP,32.7,106188,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
HONDA,2004,04LT,24.6,540471,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
HYUNDAI,2004,04IP,29.6,293663,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
HYUNDAI,2004,04LT,24.2,130385,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
ISUZU,2004,04LT,23.1,20210,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
KIA,2004,04IP,29.1,167681,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
KIA,2004,04LT,20.5,100544,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
LOTUS,2004,04IP,20.8,39,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
NISSAN,2004,04IP,28.9,265776,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
NISSAN,2004,04DP,27.9,207494,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
NISSAN,2004,04LT,21.2,493016,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
PORSCHE,2004,04IP,23.3,13963,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
PORSCHE,2004,04LT,18.3,24027,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
QUANTUM,2004,04DP,32.3,391,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
SALEEN,2004,04DP,13.4,8,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
SUBARU,2004,04IP,27.2,162699,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
SUBARU,2004,04LT,25.4,2208,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
SUZUKI,2004,04IP,29.5,57969,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
SUZUKI,2004,04LT,22.8,30950,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
TOYOTA,2004,04DP,33.2,756543,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
TOYOTA,2004,04IP,32.4,236648,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
TOYOTA,2004,04LT,22.7,1081706,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
VW,2004,04IP,29,313947,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
VW,2004,04LT,19.2,45377,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
BMW,2005,05IP,27.2,169424,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
BMW,2005,05LT,21.3,65416,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
DAIMLERCHRYSLER,2005,05DP,28.8,528854,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
DAIMLERCHRYSLER,2005,05LT,21.4,1888888,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
DAIMLERCHRYSLER,2005,05IP,25.9,191994,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FERRARI/MASERATI,2005,05IP,15.4,3646,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FORD,2005,05DP,28.6,992105,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FORD,2005,05LT,21.6,1667221,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FORD,2005,05IP,28.4,221605,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
GM,2005,05DP,29.3,1671634,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
GM,2005,05LT,21.8,2168570,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
GM,2005,05IP,30.5,108598,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
HONDA,2005,05DP,33.2,697090,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
HONDA,2005,05IP,33.1,132522,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
HONDA,2005,05LT,24.9,561059,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
HYUNDAI,2005,05IP,30.5,298596,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
HYUNDAI,2005,05LT,24.8,135325,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
KIA,2005,05IP,29.5,133575,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
KIA,2005,05LT,21.4,158150,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
LOTUS,2005,05IP,29.4,3320,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
MITSUBISHI,2005,05DP,27.6,8471,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
MITSUBISHI,2005,05LT,23.6,39683,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
MITSUBISHI,2005,05IP,30.2,60034,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
NISSAN,2005,05IP,24.8,94085,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
NISSAN,2005,05DP,30.7,559064,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
NISSAN,2005,05LT,21.7,466159,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
PORSCHE,2005,05IP,24.7,14533,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
PORSCHE,2005,05LT,18.5,14380,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
SALEEN,2005,05DP,13.2,18,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
SPYKER,2005,05IP,19.3,7,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
SUBARU,2005,05IP,27.9,124276,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
SUBARU,2005,05LT,27.4,88224,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
SUZUKI,2005,05IP,29.7,60830,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
SUZUKI,2005,05LT,22.9,24824,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
TOYOTA,2005,05DP,34.4,936213,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
TOYOTA,2005,05IP,36.6,426729,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
TOYOTA,2005,05LT,23.1,946846,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
VW,2005,05IP,29.1,247989,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
VW,2005,05LT,20.1,22963,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
BMW,2006,06IP,27.2,306425,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
BMW,2006,06LT,21.2,60643,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
DAIMLERCHRYSLER,2006,06DP,26,512093,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
DAIMLERCHRYSLER,2006,06LT,21.7,1572723,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
DAIMLERCHRYSLER,2006,06IP,24.7,196480,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FERRARI,2006,06IP,16.5,1392,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
FORD,2006,06DP,28.2,918794,NHTSA (2010),US DOT NHTSA (2010) October 2010 Summary of Fuel Economy Performance,http://www.nhtsa.gov/staticfiles/rulemaking/pdf/cafe/Oct2010_Summary_Report.pdf
